# time(s), cam_used[0], cam_used[1], cam_used[2], cam_used[3], cam_rows[0], cam_rows[1], cam_rows[2], cam_rows[3], cam_sol[0][0], cam_sol[0][1], cam_sol[0][2], cam_sol[0][3], cam_sol[0][4], cam_sol[0][5], cam_sol[0][6], cam_sol[1][0], cam_sol[1][1], cam_sol[1][2], cam_sol[1][3], cam_sol[1][4], cam_sol[1][5], cam_sol[1][6], cam_sol[2][0], cam_sol[2][1], cam_sol[2][2], cam_sol[2][3], cam_sol[2][4], cam_sol[2][5], cam_sol[2][6], cam_sol[3][0], cam_sol[3][1], cam_sol[3][2], cam_sol[3][3], cam_sol[3][4], cam_sol[3][5], cam_sol[3][6], level0_avg_total_rows
1646305719.9282184, 0, 1, 1, 0, 0, 2304, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000076, 0.0003117, 0.0000013, -0.0000105, -0.0000427, -0.0004982, -0.0068148, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 36.0000000
1646305719.9782164, 0, 1, 1, 0, 0, 2304, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000130, 0.0000184, -0.0000070, -0.0001836, 0.0001929, -0.0003008, -0.0071781, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 36.0000000
1646305720.0282145, 0, 1, 1, 0, 0, 2112, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000338, 0.0003615, 0.0000311, -0.0001760, 0.0002094, -0.0003293, -0.0143855, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 33.0000000
1646305720.1032114, 0, 1, 1, 1, 0, 2176, 704, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000099, 0.0000313, -0.0000055, -0.0001722, 0.0003837, -0.0002315, -0.0168759, 0.0000107, -0.0000430, 0.0000001, -0.0000821, -0.0000115, -0.0002507, 0.0081786, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 45.0000000
1646305720.1532094, 0, 1, 1, 0, 0, 2112, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000005, 0.0000447, 0.0000087, -0.0001360, 0.0003410, -0.0001465, -0.0173323, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 33.0000000
1646305720.2032075, 0, 1, 1, 0, 0, 2112, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000146, 0.0000255, -0.0000062, -0.0001092, 0.0002714, -0.0001922, -0.0224058, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 33.0000000
1646305720.2532055, 0, 1, 1, 0, 0, 2304, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000051, -0.0000023, -0.0000061, 0.0000284, 0.0001294, -0.0002241, -0.0209250, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 36.0000000
1646305720.3032036, 0, 1, 1, 0, 0, 2496, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000179, 0.0000280, 0.0000003, 0.0000261, 0.0000968, -0.0002348, -0.0168791, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 39.0000000
1646305720.3532016, 0, 1, 1, 0, 0, 2624, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000092, -0.0000175, -0.0000073, 0.0000531, 0.0001243, -0.0002365, -0.0143560, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 41.0000000
1646305720.4031994, 0, 1, 1, 0, 0, 2624, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000112, 0.0000034, 0.0000027, 0.0000656, -0.0000230, -0.0001618, -0.0127536, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 41.0000000
1646305720.5031958, 0, 1, 1, 1, 0, 2688, 320, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000028, -0.0000112, -0.0000030, 0.0000434, -0.0000041, -0.0000858, -0.0139073, 0.0000001, -0.0000023, -0.0000009, -0.0000106, -0.0000373, -0.0000116, 0.0019810, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 47.0000000
1646305720.5531938, 0, 1, 0, 1, 0, 512, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000024, -0.0000003, 0.0000058, -0.0000111, -0.0000144, -0.0017549, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 8.0000000
1646305720.6531897, 0, 1, 1, 1, 0, 3264, 1216, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000042, 0.0000039, -0.0000013, 0.0000596, -0.0000355, -0.0001147, -0.0071525, -0.0000003, -0.0000007, 0.0000003, -0.0000119, -0.0000190, 0.0000238, -0.0140895, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 70.0000000
1646305720.7531857, 0, 1, 1, 1, 0, 3392, 1152, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000024, 0.0000025, 0.0000001, 0.0000435, -0.0000472, -0.0000661, -0.0094966, -0.0000002, 0.0000006, 0.0000002, -0.0000083, -0.0000023, 0.0000169, -0.0090149, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 71.0000000
1646305720.8031840, 0, 1, 1, 0, 0, 3328, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000056, 0.0000079, 0.0000050, 0.0000360, 0.0000283, -0.0000573, -0.0103287, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 52.0000000
1646305720.8531818, 0, 1, 1, 0, 0, 3200, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000027, 0.0000066, 0.0000020, 0.0000019, 0.0000144, -0.0000172, -0.0100818, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 50.0000000
1646305720.9031799, 0, 1, 1, 0, 0, 3200, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000033, 0.0000061, 0.0000036, 0.0000121, 0.0000375, -0.0000304, -0.0085072, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 50.0000000
1646305720.9531779, 0, 1, 1, 0, 0, 2944, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000018, 0.0000031, 0.0000021, -0.0000092, 0.0000253, 0.0000093, -0.0069569, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 46.0000000
1646305721.0031760, 0, 1, 1, 0, 0, 2944, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000024, 0.0000013, -0.0000024, 0.0000221, 0.0000023, -0.0043124, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 46.0000000
1646305721.0531776, 0, 1, 1, 0, 0, 2880, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000012, 0.0000015, 0.0000011, -0.0000064, 0.0000131, 0.0000135, -0.0028550, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 45.0000000
1646305721.1031756, 0, 1, 1, 0, 0, 2880, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000001, 0.0000007, 0.0000008, -0.0000014, 0.0000121, 0.0000096, -0.0017367, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 45.0000000
1646305721.1531737, 0, 1, 1, 0, 0, 2816, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000009, 0.0000011, 0.0000006, -0.0000036, 0.0000089, 0.0000104, -0.0012402, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 44.0000000
1646305721.2281709, 1, 1, 1, 0, 640, 2752, 0, 0, 0.0000000, 0.0000000, -0.0000000, 0.0000007, -0.0000013, 0.0000000, 0.0001248, 0.0000001, 0.0000003, 0.0000006, -0.0000022, 0.0000092, 0.0000056, -0.0008251, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 53.0000000
1646305721.3281672, 0, 1, 1, 1, 0, 2752, 1088, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000001, 0.0000004, 0.0000003, -0.0000025, 0.0000069, 0.0000052, -0.0002409, 0.0000000, -0.0000001, -0.0000001, -0.0000013, -0.0000025, -0.0000003, 0.0010167, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 60.0000000
1646305721.3781652, 0, 1, 1, 0, 0, 2816, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000000, 0.0000006, 0.0000004, -0.0000028, 0.0000102, 0.0000064, 0.0004069, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 44.0000000
1646305721.4281633, 0, 1, 1, 0, 0, 2816, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000005, 0.0000034, -0.0000089, 0.0000155, 0.0000104, 0.0002976, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 44.0000000
1646305721.4781613, 0, 1, 1, 0, 0, 2816, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000000, 0.0000007, 0.0000003, -0.0000027, 0.0000095, 0.0000079, 0.0000996, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 44.0000000
1646305721.5531585, 0, 1, 1, 1, 0, 2880, 1088, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000009, 0.0000008, 0.0000007, -0.0000036, 0.0000085, 0.0000108, -0.0004149, 0.0000000, -0.0000001, -0.0000001, -0.0000009, -0.0000027, -0.0000003, 0.0006901, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 62.0000000
1646305721.6531549, 0, 1, 1, 1, 0, 3072, 1152, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000004, 0.0000006, -0.0000053, 0.0000153, 0.0000044, -0.0001294, 0.0000000, -0.0000001, -0.0000000, -0.0000005, -0.0000010, -0.0000002, 0.0004120, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 66.0000000
1646305721.7531509, 1, 1, 1, 0, 640, 3072, 0, 0, -0.0000000, -0.0000001, -0.0000000, -0.0000001, 0.0000015, -0.0000013, -0.0010611, 0.0000001, 0.0000003, 0.0000004, -0.0000022, 0.0000071, 0.0000048, 0.0003066, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 58.0000000
1646305721.8281481, 0, 1, 1, 0, 0, 3008, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000001, 0.0000005, -0.0000018, 0.0000074, 0.0000056, 0.0000546, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 47.0000000
1646305721.8781462, 0, 1, 1, 0, 0, 3008, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000000, 0.0000003, 0.0000002, -0.0000015, 0.0000061, 0.0000068, -0.0002777, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 47.0000000
1646305721.9531434, 0, 1, 1, 1, 0, 3008, 1152, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000005, 0.0000004, -0.0000023, 0.0000056, 0.0000105, -0.0003812, 0.0000000, -0.0000001, -0.0000000, -0.0000002, -0.0000006, -0.0000002, 0.0004939, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 65.0000000
1646305722.0031416, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000002, -0.0000002, 0.0000003, -0.0000013, 0.0000097, 0.0000084, -0.0003426, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.0531397, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000006, 0.0000003, -0.0000022, 0.0000052, 0.0000106, -0.0002902, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.1031377, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000002, -0.0000000, 0.0000003, -0.0000006, 0.0000062, 0.0000083, -0.0005525, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.1531358, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000007, 0.0000002, -0.0000019, 0.0000049, 0.0000103, 0.0001941, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.2031338, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000003, 0.0000000, 0.0000003, -0.0000010, 0.0000070, 0.0000092, 0.0000162, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.2531321, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000008, 0.0000007, 0.0000004, -0.0000024, 0.0000046, 0.0000098, 0.0000658, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
1646305722.3531282, 1, 1, 1, 0, 640, 3072, 0, 0, -0.0000000, -0.0000000, -0.0000000, -0.0000002, 0.0000011, -0.0000006, -0.0008317, 0.0000000, 0.0000002, 0.0000002, -0.0000013, 0.0000046, 0.0000039, 0.0004795, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 58.0000000
1646305722.4531245, 0, 1, 1, 0, 0, 3136, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000001, 0.0000002, -0.0000010, 0.0000033, 0.0000044, 0.0003901, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 49.0000000
1646305722.5531206, 0, 1, 1, 0, 0, 3200, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000002, 0.0000002, -0.0000010, 0.0000034, 0.0000046, 0.0001467, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 50.0000000
1646305722.6031187, 0, 1, 1, 0, 0, 3136, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, -0.0000002, -0.0000002, 0.0000004, -0.0000012, 0.0000065, 0.0000069, 0.0002205, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 49.0000000
1646305722.6531169, 0, 1, 1, 0, 0, 3136, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000007, 0.0000006, 0.0000002, -0.0000018, 0.0000055, 0.0000095, 0.0000801, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 49.0000000
1646305722.7531130, 0, 1, 1, 0, 0, 3200, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000002, 0.0000001, -0.0000003, 0.0000028, 0.0000049, -0.0000562, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 50.0000000
1646305722.8531091, 0, 1, 1, 0, 0, 3072, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000001, 0.0000002, -0.0000017, 0.0000074, 0.0000043, 0.0003725, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 48.0000000
