# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], level0_avg_total_rows
1618223072.541998625, 0.000000045, 0.000000064, 0.000000074, 0.000000453, 0.000000717, 0.000000882, 0.000000044, 0.000000058, 0.000000072, 0.000000445, 0.000000669, 0.000000870, 1, 1, 95.000000000
1618223072.608664751, 0.000000020, 0.000000036, 0.000000050, 0.000000271, 0.000000321, 0.000000627, 0.000000020, 0.000000030, 0.000000049, 0.000000269, 0.000000318, 0.000000525, 1, 1, 103.000000000
1618223072.641997576, 0.000000035, 0.000000070, 0.000000075, 0.000000420, 0.000000525, 0.000000809, 0.000000035, 0.000000066, 0.000000073, 0.000000420, 0.000000523, 0.000000748, 1, 1, 109.000000000
1618223072.675330400, 0.000000082, 0.000000095, 0.000000122, 0.000000571, 0.000000801, 0.000000946, 0.000000082, 0.000000094, 0.000000121, 0.000000567, 0.000000797, 0.000000939, 1, 1, 86.000000000
1618223072.708663225, 0.000000050, 0.000000065, 0.000000122, 0.000000390, 0.000000821, 0.000000956, 0.000000050, 0.000000065, 0.000000122, 0.000000390, 0.000000820, 0.000000955, 1, 1, 97.000000000
1618223072.741996288, 0.000000039, 0.000000078, 0.000000080, 0.000000527, 0.000000971, 0.000001127, 0.000000039, 0.000000077, 0.000000080, 0.000000527, 0.000000970, 0.000001110, 1, 1, 113.000000000
1618223072.808661938, 0.000000033, 0.000000039, 0.000000067, 0.000000286, 0.000000498, 0.000000664, 0.000000033, 0.000000039, 0.000000067, 0.000000286, 0.000000498, 0.000000662, 1, 1, 115.000000000
1618223072.841994762, 0.000000030, 0.000000073, 0.000000090, 0.000000439, 0.000000670, 0.000000935, 0.000000030, 0.000000073, 0.000000090, 0.000000439, 0.000000670, 0.000000931, 1, 1, 145.000000000
1618223072.875327826, 0.000000094, 0.000000143, 0.000000220, 0.000000619, 0.000000876, 0.000001146, 0.000000093, 0.000000143, 0.000000219, 0.000000615, 0.000000875, 0.000001144, 1, 1, 165.000000000
1618223072.908660650, 0.000000068, 0.000000074, 0.000000139, 0.000000421, 0.000000896, 0.000001091, 0.000000068, 0.000000074, 0.000000139, 0.000000421, 0.000000895, 0.000001091, 1, 1, 180.000000000
1618223072.941993713, 0.000000043, 0.000000090, 0.000000109, 0.000000569, 0.000001087, 0.000001236, 0.000000043, 0.000000090, 0.000000109, 0.000000569, 0.000001086, 0.000001230, 1, 1, 192.000000000
1618223073.008659363, 0.000000052, 0.000000103, 0.000000174, 0.000000561, 0.000000843, 0.000001459, 0.000000052, 0.000000103, 0.000000169, 0.000000560, 0.000000839, 0.000001443, 1, 1, 157.000000000
1618223073.041992426, 0.000000053, 0.000000104, 0.000000433, 0.000000805, 0.000001083, 0.000002131, 0.000000053, 0.000000104, 0.000000431, 0.000000805, 0.000001083, 0.000002124, 1, 1, 147.000000000
1618223073.075325251, 0.000000186, 0.000000223, 0.000000378, 0.000001178, 0.000001464, 0.000001908, 0.000000186, 0.000000223, 0.000000378, 0.000001177, 0.000001464, 0.000001908, 1, 1, 146.000000000
1618223073.108658075, 0.000000099, 0.000000109, 0.000000158, 0.000000595, 0.000001138, 0.000001408, 0.000000099, 0.000000109, 0.000000158, 0.000000595, 0.000001138, 0.000001408, 1, 1, 158.000000000
1618223073.141991138, 0.000000045, 0.000000100, 0.000000135, 0.000000686, 0.000001150, 0.000001492, 0.000000045, 0.000000100, 0.000000135, 0.000000686, 0.000001150, 0.000001489, 1, 1, 194.000000000
1618223073.208656788, 0.000000037, 0.000000087, 0.000000198, 0.000000478, 0.000000966, 0.000001766, 0.000000037, 0.000000087, 0.000000198, 0.000000478, 0.000000966, 0.000001764, 1, 1, 188.000000000
1618223073.241989851, 0.000000052, 0.000000101, 0.000000397, 0.000000733, 0.000001118, 0.000002219, 0.000000052, 0.000000101, 0.000000391, 0.000000733, 0.000001117, 0.000002196, 1, 1, 185.000000000
1618223073.275322676, 0.000000116, 0.000000137, 0.000000155, 0.000001030, 0.000001261, 0.000001511, 0.000000116, 0.000000137, 0.000000155, 0.000001030, 0.000001261, 0.000001511, 1, 1, 194.000000000
1618223073.308655739, 0.000000055, 0.000000080, 0.000000142, 0.000000544, 0.000001041, 0.000001210, 0.000000055, 0.000000080, 0.000000142, 0.000000544, 0.000001041, 0.000001210, 1, 1, 199.000000000
1618223073.341988564, 0.000000043, 0.000000094, 0.000000101, 0.000000664, 0.000001105, 0.000001339, 0.000000043, 0.000000094, 0.000000101, 0.000000664, 0.000001105, 0.000001339, 1, 1, 230.000000000
1618223073.408654451, 0.000000034, 0.000000035, 0.000000071, 0.000000369, 0.000000479, 0.000000699, 0.000000034, 0.000000035, 0.000000071, 0.000000369, 0.000000479, 0.000000699, 1, 1, 240.000000000
1618223073.441987038, 0.000000034, 0.000000071, 0.000000088, 0.000000505, 0.000000664, 0.000000976, 0.000000034, 0.000000071, 0.000000088, 0.000000505, 0.000000664, 0.000000976, 1, 1, 240.000000000
1618223073.475319862, 0.000000084, 0.000000102, 0.000000132, 0.000000695, 0.000000889, 0.000001002, 0.000000084, 0.000000102, 0.000000132, 0.000000695, 0.000000889, 0.000001002, 1, 1, 216.000000000
1618223073.508652925, 0.000000057, 0.000000063, 0.000000140, 0.000000523, 0.000000822, 0.000001062, 0.000000057, 0.000000063, 0.000000140, 0.000000523, 0.000000822, 0.000001062, 1, 1, 226.000000000
1618223073.541985750, 0.000000039, 0.000000082, 0.000000087, 0.000000622, 0.000001030, 0.000001120, 0.000000039, 0.000000082, 0.000000087, 0.000000622, 0.000001030, 0.000001120, 1, 1, 241.000000000
1618223073.608651638, 0.000000028, 0.000000041, 0.000000067, 0.000000379, 0.000000449, 0.000000764, 0.000000028, 0.000000041, 0.000000067, 0.000000379, 0.000000449, 0.000000764, 1, 1, 237.000000000
1618223073.641984463, 0.000000034, 0.000000072, 0.000000091, 0.000000520, 0.000000630, 0.000001022, 0.000000034, 0.000000072, 0.000000091, 0.000000520, 0.000000630, 0.000001022, 1, 1, 234.000000000
1618223073.675317287, 0.000000104, 0.000000111, 0.000000131, 0.000000789, 0.000000936, 0.000001059, 0.000000104, 0.000000111, 0.000000131, 0.000000789, 0.000000936, 0.000001059, 1, 1, 240.000000000
1618223073.708650351, 0.000000067, 0.000000095, 0.000000152, 0.000000575, 0.000001051, 0.000001185, 0.000000067, 0.000000095, 0.000000152, 0.000000575, 0.000001051, 0.000001185, 1, 1, 220.000000000
1618223073.741983175, 0.000000041, 0.000000087, 0.000000090, 0.000000654, 0.000001054, 0.000001356, 0.000000041, 0.000000087, 0.000000090, 0.000000654, 0.000001054, 0.000001356, 1, 1, 227.000000000
1618223073.808648825, 0.000000024, 0.000000034, 0.000000059, 0.000000343, 0.000000409, 0.000000670, 0.000000024, 0.000000034, 0.000000059, 0.000000343, 0.000000409, 0.000000670, 1, 1, 251.000000000
1618223073.841981888, 0.000000037, 0.000000073, 0.000000097, 0.000000490, 0.000000607, 0.000000949, 0.000000037, 0.000000073, 0.000000097, 0.000000490, 0.000000607, 0.000000949, 1, 1, 227.000000000
1618223073.875314713, 0.000000082, 0.000000092, 0.000000112, 0.000000684, 0.000000888, 0.000000975, 0.000000082, 0.000000092, 0.000000112, 0.000000684, 0.000000888, 0.000000975, 1, 1, 222.000000000
1618223073.908647776, 0.000000059, 0.000000064, 0.000000132, 0.000000488, 0.000000846, 0.000001013, 0.000000059, 0.000000064, 0.000000132, 0.000000488, 0.000000846, 0.000001013, 1, 1, 225.000000000
1618223073.941980600, 0.000000035, 0.000000077, 0.000000080, 0.000000565, 0.000000943, 0.000001081, 0.000000035, 0.000000077, 0.000000080, 0.000000565, 0.000000943, 0.000001081, 1, 1, 237.000000000
1618223074.041979313, 0.000000017, 0.000000022, 0.000000024, 0.000000168, 0.000000275, 0.000000512, 0.000000017, 0.000000022, 0.000000024, 0.000000168, 0.000000275, 0.000000512, 1, 1, 214.000000000
1618223074.075312138, 0.000000078, 0.000000097, 0.000000160, 0.000000419, 0.000000511, 0.000000647, 0.000000078, 0.000000097, 0.000000160, 0.000000419, 0.000000511, 0.000000647, 1, 1, 188.000000000
1618223074.108645201, 0.000000062, 0.000000074, 0.000000115, 0.000000459, 0.000000775, 0.000000837, 0.000000062, 0.000000074, 0.000000115, 0.000000459, 0.000000775, 0.000000836, 1, 1, 220.000000000
1618223074.141978025, 0.000000040, 0.000000085, 0.000000094, 0.000000570, 0.000000960, 0.000001152, 0.000000040, 0.000000085, 0.000000094, 0.000000570, 0.000000960, 0.000001152, 1, 1, 197.000000000
1618223074.208643913, 0.000000028, 0.000000062, 0.000000084, 0.000000384, 0.000000540, 0.000001222, 0.000000028, 0.000000062, 0.000000084, 0.000000384, 0.000000540, 0.000001222, 1, 1, 180.000000000
1618223074.241976738, 0.000000043, 0.000000079, 0.000000166, 0.000000586, 0.000000662, 0.000001484, 0.000000043, 0.000000079, 0.000000166, 0.000000586, 0.000000662, 0.000001484, 1, 1, 181.000000000
1618223074.275309801, 0.000000099, 0.000000123, 0.000000235, 0.000000912, 0.000001054, 0.000001461, 0.000000099, 0.000000123, 0.000000235, 0.000000912, 0.000001054, 0.000001461, 1, 1, 180.000000000
1618223074.308642626, 0.000000068, 0.000000119, 0.000000146, 0.000000588, 0.000001048, 0.000001523, 0.000000068, 0.000000119, 0.000000146, 0.000000588, 0.000001048, 0.000001523, 1, 1, 198.000000000
1618223074.375308514, 0.000000016, 0.000000033, 0.000000042, 0.000000313, 0.000000427, 0.000000723, 0.000000016, 0.000000033, 0.000000042, 0.000000313, 0.000000427, 0.000000723, 1, 1, 195.000000000
1618223074.408641338, 0.000000060, 0.000000080, 0.000000094, 0.000000398, 0.000000529, 0.000000838, 0.000000060, 0.000000080, 0.000000094, 0.000000398, 0.000000529, 0.000000838, 1, 1, 193.000000000
1618223074.441974163, 0.000000038, 0.000000077, 0.000000085, 0.000000533, 0.000000786, 0.000001074, 0.000000038, 0.000000077, 0.000000085, 0.000000533, 0.000000786, 0.000001074, 1, 1, 214.000000000
1618223074.475306988, 0.000000076, 0.000000086, 0.000000099, 0.000000762, 0.000000955, 0.000001108, 0.000000076, 0.000000086, 0.000000099, 0.000000762, 0.000000955, 0.000001108, 1, 1, 207.000000000
1618223074.508640051, 0.000000080, 0.000000151, 0.000000168, 0.000000567, 0.000001112, 0.000001427, 0.000000080, 0.000000151, 0.000000168, 0.000000567, 0.000001112, 0.000001427, 1, 1, 216.000000000
1618223074.608638763, 0.000000019, 0.000000026, 0.000000068, 0.000000199, 0.000000580, 0.000001135, 0.000000019, 0.000000026, 0.000000068, 0.000000199, 0.000000580, 0.000001135, 1, 1, 193.000000000
1618223074.641971588, 0.000000038, 0.000000069, 0.000000135, 0.000000413, 0.000000597, 0.000001273, 0.000000038, 0.000000069, 0.000000135, 0.000000413, 0.000000597, 0.000001273, 1, 1, 204.000000000
1618223074.675304413, 0.000000104, 0.000000120, 0.000000171, 0.000000851, 0.000000984, 0.000001262, 0.000000104, 0.000000120, 0.000000171, 0.000000851, 0.000000984, 0.000001262, 1, 1, 203.000000000
1618223074.708637476, 0.000000095, 0.000000181, 0.000000316, 0.000000820, 0.000001189, 0.000001824, 0.000000095, 0.000000181, 0.000000316, 0.000000820, 0.000001189, 0.000001824, 1, 1, 204.000000000
1618223074.741970301, 0.000000059, 0.000000116, 0.000000321, 0.000001117, 0.000001227, 0.000002420, 0.000000059, 0.000000116, 0.000000321, 0.000001117, 0.000001227, 0.000002420, 1, 1, 176.000000000
1618223074.808636189, 0.000000072, 0.000000159, 0.000000198, 0.000001089, 0.000001360, 0.000002504, 0.000000072, 0.000000159, 0.000000198, 0.000001089, 0.000001360, 0.000002504, 1, 1, 163.000000000
1618223074.841969013, 0.000000159, 0.000000560, 0.000000595, 0.000001199, 0.000001561, 0.000003245, 0.000000159, 0.000000560, 0.000000595, 0.000001199, 0.000001561, 0.000003245, 1, 1, 122.000000000
1618223074.875301838, 0.000000154, 0.000000227, 0.000000299, 0.000001243, 0.000001805, 0.000002202, 0.000000154, 0.000000227, 0.000000299, 0.000001243, 0.000001805, 0.000002201, 1, 1, 133.000000000
1618223074.908634901, 0.000000214, 0.000000271, 0.000000437, 0.000000698, 0.000001957, 0.000002431, 0.000000214, 0.000000271, 0.000000437, 0.000000698, 0.000001957, 0.000002431, 1, 1, 121.000000000
1618223074.941967726, 0.000000335, 0.000000641, 0.000000911, 0.000001008, 0.000002454, 0.000003183, 0.000000335, 0.000000641, 0.000000911, 0.000001008, 0.000002454, 0.000003183, 1, 1, 105.000000000
1618223075.008633614, 0.000000183, 0.000000246, 0.000000344, 0.000001264, 0.000002018, 0.000003846, 0.000000183, 0.000000246, 0.000000344, 0.000001264, 0.000002018, 0.000003846, 1, 1, 115.000000000
1618223075.041966438, 0.000000269, 0.000000586, 0.000000825, 0.000001517, 0.000002264, 0.000004760, 0.000000269, 0.000000586, 0.000000825, 0.000001517, 0.000002264, 0.000004760, 1, 1, 99.000000000
1618223075.075299501, 0.000000155, 0.000000434, 0.000000458, 0.000001885, 0.000002655, 0.000002989, 0.000000155, 0.000000434, 0.000000458, 0.000001885, 0.000002655, 0.000002989, 1, 1, 118.000000000
1618223075.108632326, 0.000000210, 0.000000267, 0.000000359, 0.000001267, 0.000002312, 0.000003030, 0.000000210, 0.000000267, 0.000000359, 0.000001267, 0.000002312, 0.000003030, 1, 1, 107.000000000
1618223075.141965151, 0.000000164, 0.000000284, 0.000000474, 0.000001468, 0.000002191, 0.000003381, 0.000000164, 0.000000284, 0.000000474, 0.000001468, 0.000002191, 0.000003381, 1, 1, 122.000000000
1618223075.241964102, 0.000000076, 0.000000093, 0.000000119, 0.000000692, 0.000001136, 0.000002152, 0.000000076, 0.000000093, 0.000000119, 0.000000692, 0.000001136, 0.000002152, 1, 1, 152.000000000
1618223075.275296926, 0.000000199, 0.000000232, 0.000000318, 0.000001090, 0.000001427, 0.000001999, 0.000000199, 0.000000232, 0.000000318, 0.000001090, 0.000001427, 0.000001998, 1, 1, 180.000000000
1618223075.308629751, 0.000000252, 0.000000271, 0.000000375, 0.000001257, 0.000001716, 0.000002486, 0.000000252, 0.000000271, 0.000000375, 0.000001256, 0.000001716, 0.000002486, 1, 1, 177.000000000
1618223075.341962576, 0.000000299, 0.000000367, 0.000000493, 0.000001703, 0.000002164, 0.000003252, 0.000000299, 0.000000367, 0.000000492, 0.000001703, 0.000002164, 0.000003251, 1, 1, 189.000000000
1618223075.408628464, 0.000000119, 0.000000141, 0.000000180, 0.000001188, 0.000001759, 0.000002867, 0.000000119, 0.000000141, 0.000000180, 0.000001188, 0.000001758, 0.000002865, 1, 1, 192.000000000
1618223075.441961288, 0.000000462, 0.000000534, 0.000000579, 0.000001638, 0.000002281, 0.000003620, 0.000000461, 0.000000534, 0.000000578, 0.000001638, 0.000002281, 0.000003613, 1, 1, 196.000000000
1618223075.475294113, 0.000000345, 0.000000419, 0.000000677, 0.000002274, 0.000003201, 0.000003635, 0.000000345, 0.000000419, 0.000000676, 0.000002272, 0.000003198, 0.000003632, 1, 1, 187.000000000
1618223075.508627176, 0.000000258, 0.000000297, 0.000000429, 0.000001148, 0.000003129, 0.000003362, 0.000000257, 0.000000297, 0.000000429, 0.000001148, 0.000003124, 0.000003356, 1, 1, 193.000000000
1618223075.541960001, 0.000000128, 0.000000306, 0.000000393, 0.000001519, 0.000002968, 0.000003655, 0.000000128, 0.000000306, 0.000000393, 0.000001519, 0.000002967, 0.000003654, 1, 0, 108.000000000
1618223075.608625889, 0.000000096, 0.000000135, 0.000000212, 0.000001011, 0.000001176, 0.000002030, 0.000000096, 0.000000134, 0.000000211, 0.000001011, 0.000001175, 0.000002025, 1, 1, 217.000000000
1618223075.641958714, 0.000000125, 0.000000174, 0.000000344, 0.000001225, 0.000001445, 0.000002359, 0.000000125, 0.000000174, 0.000000344, 0.000001224, 0.000001445, 0.000002358, 1, 1, 202.000000000
1618223075.675291777, 0.000000154, 0.000000214, 0.000000250, 0.000001712, 0.000001782, 0.000002294, 0.000000154, 0.000000214, 0.000000250, 0.000001712, 0.000001782, 0.000002294, 1, 1, 230.000000000
1618223075.708624601, 0.000000195, 0.000000209, 0.000000312, 0.000001171, 0.000001902, 0.000002095, 0.000000195, 0.000000209, 0.000000312, 0.000001171, 0.000001902, 0.000002095, 1, 1, 242.000000000
1618223075.741957426, 0.000000109, 0.000000206, 0.000000386, 0.000001612, 0.000001722, 0.000002520, 0.000000109, 0.000000206, 0.000000386, 0.000001612, 0.000001722, 0.000002520, 1, 1, 203.000000000
1618223075.775290489, 0.000000157, 0.000000191, 0.000000208, 0.000001998, 0.000002030, 0.000002467, 0.000000157, 0.000000191, 0.000000208, 0.000001998, 0.000002030, 0.000002467, 1, 1, 220.000000000
1618223075.841956139, 0.000000083, 0.000000107, 0.000000157, 0.000000866, 0.000001179, 0.000002313, 0.000000083, 0.000000107, 0.000000157, 0.000000866, 0.000001179, 0.000002313, 1, 1, 176.000000000
1618223075.875289202, 0.000000122, 0.000000140, 0.000000252, 0.000001169, 0.000001477, 0.000002617, 0.000000122, 0.000000140, 0.000000252, 0.000001169, 0.000001477, 0.000002617, 1, 1, 181.000000000
1618223075.908622026, 0.000000136, 0.000000259, 0.000000382, 0.000001327, 0.000001551, 0.000002763, 0.000000136, 0.000000259, 0.000000382, 0.000001327, 0.000001551, 0.000002763, 1, 1, 186.000000000
1618223075.941955090, 0.000000107, 0.000000210, 0.000000400, 0.000001444, 0.000001728, 0.000002897, 0.000000107, 0.000000210, 0.000000400, 0.000001444, 0.000001728, 0.000002897, 1, 1, 174.000000000
1618223076.008620739, 0.000000039, 0.000000070, 0.000000106, 0.000000619, 0.000001191, 0.000001611, 0.000000039, 0.000000070, 0.000000106, 0.000000619, 0.000001191, 0.000001611, 1, 1, 170.000000000
1618223076.041953802, 0.000000085, 0.000000200, 0.000000372, 0.000000889, 0.000001406, 0.000001939, 0.000000085, 0.000000200, 0.000000372, 0.000000889, 0.000001406, 0.000001939, 1, 1, 163.000000000
1618223076.075286627, 0.000000096, 0.000000147, 0.000000185, 0.000001321, 0.000001442, 0.000001991, 0.000000096, 0.000000147, 0.000000185, 0.000001321, 0.000001442, 0.000001991, 1, 1, 180.000000000
1618223076.108619452, 0.000000149, 0.000000248, 0.000000283, 0.000001385, 0.000001591, 0.000002154, 0.000000149, 0.000000248, 0.000000283, 0.000001385, 0.000001591, 0.000002154, 1, 1, 167.000000000
1618223076.141952276, 0.000000119, 0.000000232, 0.000000411, 0.000001612, 0.000001804, 0.000002374, 0.000000119, 0.000000232, 0.000000411, 0.000001612, 0.000001804, 0.000002374, 1, 1, 170.000000000
1618223076.208618164, 0.000000058, 0.000000135, 0.000000159, 0.000000861, 0.000001375, 0.000001939, 0.000000058, 0.000000135, 0.000000159, 0.000000861, 0.000001375, 0.000001939, 1, 1, 148.000000000
1618223076.241951227, 0.000000171, 0.000000246, 0.000000332, 0.000001128, 0.000001594, 0.000002167, 0.000000171, 0.000000246, 0.000000332, 0.000001128, 0.000001594, 0.000002167, 1, 1, 162.000000000
1618223076.275284052, 0.000000169, 0.000000209, 0.000000244, 0.000001569, 0.000001833, 0.000002272, 0.000000169, 0.000000209, 0.000000244, 0.000001569, 0.000001833, 0.000002272, 1, 1, 157.000000000
1618223076.308616877, 0.000000220, 0.000000285, 0.000000430, 0.000001652, 0.000001878, 0.000002332, 0.000000220, 0.000000285, 0.000000430, 0.000001652, 0.000001878, 0.000002332, 1, 1, 143.000000000
1618223076.341949940, 0.000000265, 0.000000306, 0.000000468, 0.000001912, 0.000002076, 0.000002514, 0.000000265, 0.000000306, 0.000000468, 0.000001912, 0.000002076, 0.000002514, 1, 1, 153.000000000
1618223076.408615589, 0.000000063, 0.000000085, 0.000000136, 0.000000971, 0.000001226, 0.000001796, 0.000000063, 0.000000085, 0.000000136, 0.000000971, 0.000001226, 0.000001796, 1, 1, 151.000000000
1618223076.441948414, 0.000000181, 0.000000244, 0.000000288, 0.000001231, 0.000001381, 0.000002110, 0.000000181, 0.000000244, 0.000000288, 0.000001231, 0.000001381, 0.000002110, 1, 1, 156.000000000
1618223076.475281477, 0.000000077, 0.000000110, 0.000000141, 0.000001331, 0.000001641, 0.000001886, 0.000000077, 0.000000110, 0.000000141, 0.000001331, 0.000001641, 0.000001886, 1, 1, 156.000000000
1618223076.508614302, 0.000000223, 0.000000307, 0.000000329, 0.000001534, 0.000001631, 0.000002280, 0.000000223, 0.000000307, 0.000000329, 0.000001534, 0.000001631, 0.000002280, 1, 1, 178.000000000
1618223076.541947126, 0.000000184, 0.000000234, 0.000000341, 0.000001625, 0.000001712, 0.000002357, 0.000000184, 0.000000234, 0.000000341, 0.000001625, 0.000001712, 0.000002357, 1, 1, 204.000000000
1618223076.608613014, 0.000000062, 0.000000099, 0.000000142, 0.000000830, 0.000001271, 0.000001789, 0.000000062, 0.000000099, 0.000000142, 0.000000830, 0.000001271, 0.000001789, 1, 1, 189.000000000
1618223076.641946077, 0.000000165, 0.000000191, 0.000000367, 0.000001119, 0.000001358, 0.000002081, 0.000000165, 0.000000191, 0.000000367, 0.000001119, 0.000001358, 0.000002081, 1, 1, 188.000000000
1618223076.675278902, 0.000000089, 0.000000123, 0.000000156, 0.000001354, 0.000001688, 0.000002118, 0.000000089, 0.000000123, 0.000000156, 0.000001354, 0.000001688, 0.000002118, 1, 1, 209.000000000
